country,id,q1_term_positions,q1_no_term,q1_local_accessibility,q1_micro_accessibility,q1_neighbourhood_accessibility,q1_walking_accessibility,q1_non_motorized_accessibility,q1_active_accessibility,q1_accessibility_by_proximity,q1_proximity_based_accessibility,q1_active_travel_or_human_powered_transportation,q1_pedestrian_accessibility,q1_bicycle_accessibility,q1_short_based_accessibility,q1_urban_accessibility,q1_sustainable_accessibility,q1_other,q2_other_term,q3_term_comment,q4_nearby_distance,q5_jobs,q5_pre_primary_schools,q5_primary_schools,q5_high_schools,q5_higher_education_facilities,q5_hospitals,q5_pharmacies,q5_general_practitioner_medical_doctor,q5_sports_facilities_a_place_to_practice_sports,q5_parks_green_spaces,q5_playground,q5_banks_atm,q5_restaurants_cafes,q5_food_shopping,q5_non_food_shopping,q5_cinema_theater_other_cultural_facilities,q5_post_office_pick_up_points,q5_beauty_salon,q6_jobs2,q6_pre_primary_schools2,q6_primary_schools2,q6_high_schools2,q6_higher_education_facilities2,q6_hospitals2,q6_pharmacies2,q6_general_practitioner_medical_doctor_2,q6_sports_facilities_a_place_to_practice_sports_2,q6_parks_green_spaces2,q6_playground2,q6_banks_atm2,q6_restaurants_cafes2,q6_food_shopping2,q6_non_food_shopping2,q6_cinema_theater_other_cultural_facilities2,q6_post_office_pick_up_points2,q6_beauty_salon2,q7_any_additional_activity,q8_additional_activity,q9_reasonable_time_to_additional_activity,q10_professional_activity_positions,q10_political_responsibilities_politicians_decision_makers,q10_technical_responsibilities_planners,q10_consultant_responsibilities,q10_other_responsibilities,q11_importance_proximity_profession,q12_professional_field_positions,q12_urban_planning_land_use_planning_spatial_planning,q12_transport_planning_traffic_planning_traffic_engineering,q12_any_other_professional_field,q13_other_professional_field,q14_city_size_positions,q14_megacities_above_10_000_000_inhabitants,q14_very_large_cities_between_500_000_and_10_000_000_inhabitants,q14_large_cities_between_250_000_and_500_000_inhabitants,q14_medium_cities_between_100_000_and_250_000_inhabitants,q14_small_cities_100_000_inhabitants,q15_city,age,sex
CHINA,333,3;4;6;7;8,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,,2,3,5,4,3,1,5,5,5,4,5,3,4,3,5,3,3,4,4,6,2,3,6,7,3,1,2,1,1,2,2,5,1,5,6,3,4,No,,,2,0,1,0,0,4,1,1,0,0,,1;,1,0,0,0,0,,1,2
CHINA,334,4;10;11;13,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,,,2,3,5,5,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,7,5,2,2,1,1,1,1,1,2,3,3,1,1,No,,,2,0,1,0,0,4,1,1,0,0,,1;;4;5,1,0,0,1,1,,3,1
CHINA,335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,I don't know what it means,1,4,5,5,5,3,3,5,5,3,5,5,5,5,5,3,3,5,5,5,3,3,3,7,5,3,3,3,3,3,3,3,3,6,6,2,3,No,,,2,0,1,0,0,3,1,1,0,0,,1;,1,0,0,0,0,,3,1
CHINA,336,1;3;6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,2,3,2,3,4,4,3,2,3,3,2,3,3,4,3,3,3,4,4,4,4,5,4,5,4,4,5,4,4,4,4,6,6,5,4,4,5,No,,,2,0,1,0,0,4,1,1,0,0,,1;,1,0,0,0,0,,3,1
CHINA,337,5;8;10,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,,1,1,1,1,2,5,5,5,3,1,1,3,3,2,2,4,4,5,5,2,2,4,4,2,5,6,7,1,3,6,4,2,4,4,3,5,5,No,,,2,0,1,0,0,3,1,1,0,0,,1;,1,0,0,0,0,,1,1
CHINA,338,5;6;8;9,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,,,2,5,5,4,2,2,3,4,3,2,3,2,2,1,2,3,2,2,2,3,2,3,1,2,7,5,7,2,3,1,3,1,3,1,3,6,6,Yes,Sports,15min,2,0,1,0,0,5,1,1,0,0,,1;,1,0,0,0,0,,1,2
FINLAND,339,4;7;,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,3,3,4,5,3,1,2,3,4,4,5,4,1,4,5,3,3,5,2,6,5,4,6,7,7,5,4,5,1,3,6,5,3,5,5,3,6,Ei,,,2;,0,1,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,Jyväskylä,4,2
FINLAND,340,11;7;,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,2,2,4,4,3,2,3,3,4,2,4,3,4,2,3,2,2,3,1,4,3,3,5,7,6,4,4,3,2,2,3,5,3,5,5,3,6,Ei,,,2;,0,1,0,0,4,1;,1,0,0,,5;,0,0,0,0,1,Joensuu,5,1
FINLAND,341,4;1;10;,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,1,5,5,5,5,4,4,4,5,4,4,5,4,4,5,4,4,4,3,3,1,2,3,4,5,4,2,3,2,1,3,2,2,3,3,2,5,Ei,,,1;2;,1,1,0,0,3,1;,1,0,0,,3;,0,0,1,0,0,Tampere,4,4
FINLAND,342,2;3;4;7;10;,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,,,3,2,5,4,2,1,3,5,4,4,5,5,4,4,5,3,3,4,2,4,3,4,5,6,4,3,3,3,1,1,3,3,2,3,4,2,5,Ei,,,2;,0,1,0,0,5,1;,1,0,0,,3;,0,0,1,0,0,vantaa,4,2
FINLAND,343,4;10;11;,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,,3,2,2,2,1,1,1,4,2,3,3,3,2,3,3,2,2,4,3,6,3,4,6,7,7,3,5,3,3,3,3,3,2,4,4,2,3,Ei,,,2;3;,0,1,1,0,4,1;,1,0,0,,5;,0,0,0,0,1,Kirkkonummi,3,1
FINLAND,344,14;0;1;4;11;15;,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Lähietäisyys,"Sanaa saavutettavuus on tullut käytettyä varsin vähän; Onko juuri sen sanan käyttö tässä olennaista vai ajatus: käytännöllisyys, palvelujen keskittäminen joukkoliikenteen varteen, jne",2,2,5,5,3,2,2,4,4,3,4,5,4,3,4,2,2,4,2,6,2,3,5,6,6,5,5,5,3,2,3,3,3,5,5,3,5,Kyllä,Bussi/Other pysäkki,10 min,2;,0,1,0,0,5,2;,0,1,0,,2;,0,1,0,0,0,Helsinki,5,2
FINLAND,345,4;6;,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,saavutettavuus kävellen tai pyöräillen,"En muista aiemmin kuulleeni termiä Accessibility by Proximity. Olen kuitenkin itse tutkinut pro gradu -tutkielmassani Walkingsaavutettavuutta ja työpaikalleni on tehty myös pro gradu liittyen aktiiviseen saavutettavuuteen. Sen vuoksi nämä molemmat termit ovat kaikkein tutuimpia. En itse kuitenkaan käytä termistä välttämättä ehdotettuja yhdyssanoja, vaan puhun esimerkiksi saavutettavuudesta kävellen tai pyöräillen.",3,3,5,5,3,3,3,3,4,4,5,5,3,3,5,3,2,4,1,5,3,3,5,5,5,5,3,3,2,2,5,6,3,6,7,5,7,Kyllä,"Julkisen liikenteen pysäkit ja Othert liikkumisen solmupisteet, kuten rautatieasema/matkakeskus (sopiva aika kohteeseen riippuu julkisen liikenteen matkan pituudesta)",15 min,2;,0,1,0,0,4,1;,1,0,0,,4;,0,0,0,1,0,Turku,2,2
FINLAND,346,1;7;,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Termi joka kuvaa parhaiten ja ymmärettävästi asiaa ja joka linkittyy esim. lähikauppaan ja alueen muihin lähipalveluihin.,3,2,4,4,2,2,2,4,2,2,5,5,4,4,5,2,2,5,1,7,3,3,5,6,6,2,5,5,1,1,3,3,2,5,5,2,5,Ei,,,2;,0,1,0,0,5,1;,1,0,0,,5;,0,0,0,0,1,Rovaniemi,5,1
FINLAND,347,1;4;7;11;14;15;,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,"jalankulkukaupunki, jalankulkuetäisyys, Cyclingetäisyys,",,5,5,5,5,4,3,3,4,4,4,5,5,3,5,5,4,4,5,3,5,2,3,4,5,7,3,3,3,2,2,3,3,2,3,4,2,5,Kyllä,"koirapuistot, lähiliikuntapaikat",10 min,2;,0,1,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,Vantaa,2,2
FINLAND,348,4;10;11;9;1;,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,,,2,3,3,4,3,3,3,4,4,2,5,5,3,4,4,3,4,4,3,5,3,3,4,5,5,3,5,6,2,2,4,4,4,5,5,4,5,Ei,,,2;,0,1,0,0,3,2;,0,1,0,,4;,0,0,0,1,0,Lahti,4,2
FINLAND,349,14;11;4;,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,,,2,3,3,5,3,2,2,4,4,4,5,5,2,4,5,3,3,5,3,5,3,5,5,5,7,3,3,3,2,2,5,3,3,5,5,3,5,Kyllä,Kirjasto / kaupunginosan julkinen yhteisötila,15 min,2;,0,1,0,0,4,2;,0,1,0,,5;4;,0,0,0,1,1,Tampere,3,1
FINLAND,350,1;4;7;10;14;,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,,"Meinasin valita ""Bicycle Accessibility"", mutta sähköpyörien yleistyessä pyörällä saavutettava etäisyys on monelle paljon pidempi kuin aikaisemmin. Siksi on hyvä, että on pohdittu ""lihasvoimainen liikkuminen"" tai ""Non-motorized Accessibility"" -tyyppisiä lähestymiskulmia. En ole täysin vakuuttunut sähköpyöräliikkumisen kestävyydestä, sähköpotkulaudoista puhumattakaan (ellei kyse ole ole automatkojen korvaamisesta), joten on mielestäni hyvä korostaa omin voimin liikkumisen merkitystä.",4,3,5,5,3,3,3,4,4,4,5,5,3,3,5,3,3,4,2,5,3,4,5,5,5,5,5,4,2,2,4,4,3,4,5,4,6,Ei,,,2;,0,1,0,0,4,1;,1,0,0,,3;4;5;,0,0,1,1,1,Vantaa,2,1
FINLAND,351,15;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"saavutettavuus pyöräillen, saavutettavuus jalan",,3,3,5,5,4,3,3,5,4,4,5,5,4,3,4,3,3,4,2,6,3,3,6,6,6,3,3,4,2,2,4,4,4,6,6,4,7,,,,2;,0,1,0,0,5,1;,1,0,0,,3;,0,0,1,0,0,Espoo,2,2
FINLAND,352,10;11;,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,2,3,4,4,3,3,3,4,4,3,5,5,2,5,5,4,4,5,2,4,2,2,3,4,4,2,2,2,1,1,5,1,1,3,4,2,5,,,,2;,0,1,0,0,4,1;,1,0,0,,4;,0,0,0,1,0,Oulu,2,1
FINLAND,353,4;10;11;,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,,2,4,5,4,3,2,2,4,4,3,5,5,2,4,4,2,3,4,2,5,3,5,5,6,6,5,4,6,1,1,5,2,4,6,5,3,6,Kyllä,Harrastukset (voi olla jokin Other kuin yllä olevat kohteet),30 min,2;,0,1,0,0,4,1;,1,0,0,,4;,0,0,0,1,0,Kuopio,2,1
FINLAND,354,11;1;4;14;15;,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,joukkoliikennesaavutettavuus,,7,3,5,5,4,3,3,4,3,4,5,5,3,4,4,3,3,3,2,4,2,3,4,4,5,4,4,4,2,2,3,3,3,4,4,3,5,,,,4,0,0,0,1,4,1;,1,0,0,,4;,0,0,0,1,0,Turku,3,1
FINLAND,355,1;4;10;11;,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,,3,4,5,5,4,4,4,4,5,3,5,4,2,3,4,3,3,4,2,4,3,3,4,4,4,3,2,4,2,2,4,4,2,4,4,3,4,Ei,,,2;,0,1,0,0,4,1;,1,0,0,,4;,0,0,0,1,0,Kuopio,2,1
FINLAND,356,4;10;11;,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,,2,3,5,4,3,2,2,4,4,3,5,5,3,3,4,2,2,3,2,6,3,4,5,6,4,3,3,5,1,2,4,5,3,6,6,4,5,Ei,,,2;3;,0,1,1,0,5,1;,1,0,0,,4;,0,0,0,1,0,Vantaa,2,2
FINLAND,357,11;4;,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,4,4,4,4,3,3,3,3,3,4,4,4,2,3,4,2,3,4,3,4,3,3,5,6,5,4,5,3,2,2,6,4,3,5,3,3,4,Ei,,,2;,0,1,0,0,3,2;,0,1,0,,5;,0,0,0,0,1,Joensuu,2,1
FINLAND,358,4;11;3;,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,,3,3,5,5,4,3,3,5,4,3,5,5,3,5,5,3,3,5,3,5,3,2,4,5,4,2,4,3,1,1,4,2,2,4,5,2,4,Ei,,,2;,0,1,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,Vantaa,3,2
FINLAND,359,4;7;10;,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,"Työssäni käytän yleensä ilmaisuja ""kävellen saavutettavat palvelut"" tai ""lähipalvelut"", mutta näistä ei saa johdettua osuvaa saavutettavuus-päätteistä substantiivia.",2,2,5,4,1,1,1,3,2,2,5,4,1,1,5,2,3,3,1,6,2,3,5,6,6,3,4,4,2,3,5,4,2,5,5,4,6,Kyllä,erottaisin kirjastot erilleen muista kulttuuritiloista - niitä pitäisi olla tiheämmässä kuin esimerkiksi teattereita,15 min,2;,0,1,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,Vantaa,3,2
FINLAND,360,10;11;,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,2,5,5,5,4,3,3,4,3,5,5,5,4,4,4,3,2,4,3,4,4,4,4,5,5,4,5,4,2,2,4,4,3,5,5,4,4,Ei,,,2;,0,1,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,Turku,2,1
FINLAND,361,4;11;,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,2,3,5,4,3,2,2,3,3,3,5,5,4,3,4,2,2,4,3,6,3,4,5,6,6,4,5,5,1,1,3,4,3,4,5,2,4,Ei,,,2;,0,1,0,0,5,1;,1,0,0,,5;,0,0,0,0,1,Kirkkonummen kunta,4,1
FINLAND,362,10;11;,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,2,3,5,5,3,2,2,4,4,4,5,5,3,4,4,3,3,4,2,5,2,3,5,5,5,3,3,4,2,2,3,4,3,4,5,2,5,Ei,,,2;,0,1,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,Vantaa,3,2
FINLAND,363,4;11;15;,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Walking- tai Cyclingetäisyys,,2,4,5,5,3,2,2,4,5,4,5,5,5,5,5,4,3,5,4,5,3,3,4,6,5,4,4,4,1,1,5,3,2,3,5,3,4,Ei,,,2;,0,1,0,0,4,1;,1,0,0,,3;,0,0,1,0,0,Turku,3,2
FINLAND,364,4;10;11;,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,,3,3,5,4,3,2,2,3,3,3,4,4,3,3,4,3,2,4,1,6,3,4,5,5,5,3,4,4,2,3,4,5,3,4,5,4,5,,,,2;,0,1,0,0,4,1;,1,0,0,,2;,0,1,0,0,0,Helsinki,2,1
FINLAND,365,5;4;9;10;11;,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,,,6,3,4,5,5,3,3,3,3,4,5,5,4,3,4,2,3,2,2,5,1,5,5,5,5,3,3,3,1,3,5,5,3,5,5,3,5,Kyllä,"Musiikkiopisto, lasten harrastuskerhot,",15 min,2;,0,1,0,0,4,1;,1,0,0,,4;,0,0,0,1,0,Kuopio,3,2
FINLAND,366,4;7;11;14;10;,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,,,3,3,4,4,3,2,3,3,3,2,4,4,3,3,3,3,2,3,2,5,3,3,5,7,6,5,5,6,3,3,3,3,3,4,5,3,5,Kyllä,Kirjasto ja uimahalli (kovin käytetty kuntapalvelu).,20 min,2;,0,1,0,0,4,1;,1,0,0,,4;2;,0,1,0,1,0,Helsinki ja Vantaa.,5,2
FINLAND,367,1;2;3;4;7;9;10;11;12;14;15;,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,"Hoodeilla, kiven heiton päässä, korttelin päässä, lähistöllä",,4,3,4,4,2,2,2,4,3,4,5,5,3,5,5,4,4,5,3,5,3,3,5,5,5,3,3,3,2,2,3,2,2,4,3,2,5,Ei,,,2;,0,1,0,0,4,2;,0,1,0,,2;,0,1,0,0,0,Helsinki,2,1
FINLAND,368,4;7;11;,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,,3,5,5,5,1,1,1,4,3,3,5,5,3,3,5,2,3,5,2,5,2,4,6,6,6,3,5,5,2,2,4,5,3,6,5,2,4,Kyllä,Paikallisen joukkoliikenteen pysäkki,5 min,2;,0,1,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,Oulu,4,1
FINLAND,369,0;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Asiaa ei mielestäni tule yleensä ilmaistua yhden termin kautta. Ei esim. ""keskustan Bicycle Accessibility on hyvä"" vaan ""keskusta on saavutettavissa pyörällä hyvin"".",2,5,5,5,5,3,4,2,4,4,5,3,2,3,3,3,2,3,1,5,3,4,5,5,4,3,4,5,2,3,4,4,3,4,4,3,3,Ei,,,2;,0,1,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,,1,1
FINLAND,370,10;9;7;,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,,2,4,5,4,3,3,1,4,3,2,5,5,3,3,4,2,2,5,1,3,2,2,3,4,5,3,4,4,1,1,4,3,2,4,5,2,5,Ei,,,2;,0,1,0,0,4,1;,1,0,0,,4;,0,0,0,1,0,Jyväskylä,2,4
FINLAND,371,0;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Käytän vain yleistä käsitettä saavutettavuus.,2,2,5,5,4,2,2,3,3,3,4,4,2,4,5,3,2,5,1,4,1,1,3,4,5,3,4,4,1,1,5,2,1,4,6,1,3,Ei,,,2;3;,0,1,1,0,5,1;,1,0,0,,3;4;5;,0,0,1,1,1,Espoo,3,1
FINLAND,372,7;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,2,3,4,3,2,2,2,4,3,4,5,5,3,3,4,3,2,4,2,5,3,3,5,5,5,3,4,3,1,1,3,3,2,4,4,3,4,Kyllä,Kirjasto,15 min,2;,0,1,0,0,3,1;,1,0,0,,4;,0,0,0,1,0,Jyväskylä,1,2
FINLAND,373,4;8;13;14;,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,,,2,3,5,5,3,2,4,4,4,3,3,4,3,3,5,3,2,3,3,6,3,4,5,6,5,3,3,5,3,3,3,4,4,5,5,4,4,Ei,,,2;3;,0,1,1,0,5,1;,1,0,0,,2;,0,1,0,0,0,"Bogota, DC, Colombia",3,2
FINLAND,374,1;4;7;9;14;10;11;,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,,,2,3,5,5,3,3,3,5,4,4,5,5,3,3,5,2,2,5,2,5,2,2,5,5,4,2,3,3,1,2,3,5,2,5,6,2,6,Ei,,,2;,0,1,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,Vantaa,4,2
FINLAND,375,4;11;9;7;,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,"Vastaushetkellä ei tule tarkasti mieleen, mitkä lähisaavutettavuuden käsitteet ovat aktiivisimmin käytössä. Accessibility by Proximity on itsessään hyvältä kuulostava käsite, mutta sitä käytetään siinä muodossa aika harvoin. Käsitteen ympäriltä tuntuisi puuttuvan selkeä ja kokonaisvaltainen suunnittelukonsepti, joka käsittää sekä maankäytöllisen että liikenteellisen ulottuvuuden. Tämänkaltainen konseptointi olisi tarpeen.",5,2,5,5,3,3,2,3,3,3,5,5,4,4,5,4,3,5,4,6,3,3,5,5,6,5,5,5,2,2,3,3,2,4,5,2,4,,,,2;,0,1,0,0,5,2;,0,1,0,,2;,0,1,0,0,0,Helsinki,3,1
FINLAND,376,1;3;14;,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,2,2,5,5,3,2,2,2,3,2,4,4,2,3,4,3,3,4,2,5,1,2,4,6,4,3,3,4,2,1,3,2,1,3,3,2,4,Ei,,,2;,0,1,0,0,4,1;,1,0,0,,2;,0,1,0,0,0,Helsinki,3,1
FINLAND,377,7;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,3,1,3,5,3,3,5,3,4,4,5,5,4,5,5,3,4,3,3,5,3,5,6,4,3,5,4,5,1,1,2,2,2,4,4,4,4,Ei,,,2;3;,0,1,1,0,5,1;,1,0,0,,4;,0,0,0,1,0,Turku,4,2
FINLAND,378,1;4;7;10;11;12;5;,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,,,3,1,4,4,2,1,3,4,4,5,5,5,1,2,4,2,3,5,1,7,3,4,5,5,4,5,4,5,1,1,7,4,3,6,7,3,5,Kyllä,Koskematon/luonnontilainen luonto,45 min,2;,0,1,0,0,4,1;,1,0,0,,4;,0,0,0,1,0,Turku,1,1
FINLAND,379,9;4;11;7;,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,,3,2,5,5,2,2,2,4,4,4,5,5,2,5,5,5,3,5,4,5,2,4,5,5,5,2,5,4,1,1,3,3,2,4,5,2,3,Ei,,,2;,0,1,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,Lahti,4,2
FINLAND,380,0;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"En käytä termiä Accessibility by Proximity tai vastaavaa, koska ajattelen termin saavutettavuus tarkoittavan pikemminkin lähisaavutettavuutta kaikilla kulkuvälineillä kuin ""kaukosaavutettavuutta"". Kaukosaavutettavuus mainitaan erikseen esim. ""saavutettavuus Otheralta Suomesta, Euroopasta jne""",3,5,3,5,3,2,4,1,4,2,5,2,1,3,5,3,2,1,1,4,4,4,5,5,4,4,4,5,2,4,5,4,4,5,6,5,6,Ei,,,2;,0,1,0,0,5,1;,1,0,0,,5;,0,0,0,0,1,,2,4
FINLAND,381,0;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Kirjoittaessa kaavaselostuksia ja selvityksiä kielen tulisi olla mahdollisimman helppoa ja ymmärrettävää. Kielen tulisi mukailla mahdollisuuksien mukaan yleiskieltä. Sen tulisi olla ennemmin helpotettua kieltä kuin vaikeita ja keksittyjä termejä. 

Tehdäänkö taas väkisin vaikeaa asiantuntijaslangia, joka heikentää kansalaisten vaikutusmahdollisuuksia aluesuunnittelussa? 

Miksei voi puhua mieluummin, että: ""Tältä asuinalueelta lapset pystyvät kävelemään kouluun"", kuin: ""Tältä alueelta koulun on jalankulkusaavutettavuuden piirissä"".",4,2,4,4,3,2,1,2,3,4,5,5,2,3,4,2,2,3,1,5,4,6,6,7,7,6,6,5,3,3,5,6,5,6,6,5,6,Kyllä,"Julkisen liikenteen pysäkit (paikallis- ja kaukoliikenne), 1-luokan hoidossa olevien pyöräväylien läheisyys, alueen jalankulku- ja pyöräliikenteen väylien talvikunnossapidon luokka = hidastaa pahimillaan liikkumista talvella jopa puolella tai yli. Asiaa ei voi tarkastella vain kesäajan liikkumisen kannalta.",10 min,2;3;4,0,1,1,1,5,1;,1,0,0,,5;,0,0,0,0,1,Joensuu,2,2
FINLAND,382,4;7;1;11;10;,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,,,3,2,5,4,2,1,1,3,3,4,5,5,4,3,5,3,1,4,1,6,2,3,6,7,7,3,5,3,1,1,4,3,1,3,6,3,7,Kyllä,Kirjasto,20 min,2;,0,1,0,0,3,1;,1,0,0,,2;,0,1,0,0,0,Helsinki,3,2
FINLAND,383,1;3;4;7;10;11;14;,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,,,2,2,5,4,3,1,1,4,3,3,5,5,3,4,5,4,2,4,4,6,2,4,5,7,7,2,2,5,1,1,2,2,2,3,5,2,2,Ei,,,2;3;,0,1,1,0,4,1;,1,0,0,,5;,0,0,0,0,1,Helsingin metropolialue,5,1
FINLAND,384,10;4;,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,1,2,4,4,2,1,1,3,1,1,4,4,2,3,4,1,1,4,1,5,1,1,5,7,5,3,5,5,2,2,5,2,2,6,6,2,6,Ei,,,2;,0,1,0,0,4,2;,0,1,0,,2;,0,1,0,0,0,Helsinki,4,1
FINLAND,385,7;4;1;,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,2,3,5,4,2,2,2,4,3,3,4,5,2,4,5,3,2,4,2,6,3,3,5,6,5,4,4,4,2,1,3,3,2,4,5,3,5,Kyllä,Jäteasema tai kierrätyskeskus,30 min,2;,0,1,0,0,5,2;,0,1,0,,2;3;,0,1,1,0,0,Helsinki,2,1
FINLAND,386,1;4;10;15;,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"Vähähiilinen liikkuminen, polkuCyclingvyöhyke",,3,2,3,4,1,3,1,1,3,5,5,5,1,2,4,2,4,3,1,3,2,2,4,4,4,3,3,2,1,1,5,3,3,4,3,3,4,Kyllä,Luontokohteet,10 min,2;4,0,1,0,1,3,1;,1,0,0,,5;,0,0,0,0,1,Pori,2,2
FINLAND,387,7;1;,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,2,4,5,5,3,2,2,2,3,3,5,5,1,3,5,2,1,4,1,4,2,3,5,5,5,6,4,5,2,2,6,4,2,4,6,2,6,Ei,,,2;,0,1,0,0,4,2;,0,1,0,,2;,0,1,0,0,0,Helsinki,2,1
FINLAND,388,1;13;4;3;,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,,2,2,5,4,2,2,3,3,4,4,5,5,2,5,5,4,2,4,3,6,2,3,4,5,5,3,3,3,1,1,3,2,2,3,5,4,2,Ei,,,2;,0,1,0,0,5,2;,0,1,0,,4;,0,0,0,1,0,Turku,1,1
FINLAND,389,4;10;11;,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,,3,4,5,5,4,4,3,3,4,4,5,5,2,4,4,2,3,3,2,5,2,3,4,4,5,6,4,4,2,2,6,3,3,4,4,4,5,Ei,,,2;,0,1,0,0,4,1;,1,0,0,,5;,0,0,0,0,1,Joensuu,1,1
FINLAND,390,1;7;9;,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,2,2,5,4,3,2,2,4,3,4,4,5,3,3,4,3,2,4,2,5,3,4,5,6,6,4,4,4,3,2,4,4,3,4,4,3,4,Kyllä,Julkisen liikenteen asema / runkolinjan pysäkki,20 min,2;,0,1,0,0,4,1;,1,0,0,,3;,0,0,1,0,0,Vantaa,4,2
FINLAND,391,4;7;10;11;,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,,,3,2,5,5,2,2,2,5,4,4,4,5,2,4,5,3,3,3,2,6,3,3,5,6,5,3,3,4,3,3,5,4,3,5,5,4,6,,,,2;,0,1,0,0,5,2;,0,1,0,,2;,0,1,0,0,0,Helsinki,2,2
FINLAND,392,4;,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,2,4,4,4,3,4,3,4,4,4,5,5,4,3,5,3,3,3,2,5,2,2,5,5,5,4,4,3,1,1,3,5,3,6,6,5,6,Ei,,,2;,0,1,0,0,4,1;,1,0,0,,4;,0,0,0,1,0,Turun kaupunki,1,2
FINLAND,393,4;,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,5,3,3,4,4,4,3,5,5,4,3,1,5,5,1,3,1,3,5,4,4,5,5,6,6,5,5,3,3,7,5,5,6,6,7,6,Ei,,,2;,0,1,0,0,4,1;2;,1,1,0,,3;,0,0,1,0,0,,3,1
